category,lawName,ENG,KOR
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,1. A natural person;,1. 자연인
행정일반,행정절차법,3. An attorney-at-law;,3. 변호사
행정일반,행정절차법,1. Title;,1. 제목
행정일반,행정절차법,1. Title;,1. 제목
행정일반,행정절차법,"[This Article Newly Inserted on Dec. 10, 2019]",[본조신설 2019. 12. 10.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,"(2) Deleted. <Dec. 30, 2002>",② 삭제 <2002. 12. 30.>
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 28, 2014]",[본조신설 2014. 1. 28.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 11, 2022]",[본조신설 2022. 1. 11.]
행정일반,행정절차법,"[This Article Newly Inserted on Jan. 28, 2014]",[본조신설 2014. 1. 28.]
행정일반,행정절차법,(2) Omitted.,② 생략
행정일반,행정조사기본법,(2) Omitted.,② 생략
국가공무원,고위공직자범죄수사처 설치 및 운영에 관한 법률,2. The Minister of National Court Administration;,2. 법원행정처장
국가공무원,고위공직자범죄수사처 설치 및 운영에 관한 법률,1. The Chief Officer;,1. 처장
국가공무원,고위공직자범죄수사처 설치 및 운영에 관한 법률,2. The Deputy Chief Officer;,2. 차장
국가공무원,공공재정 부정청구 금지 및 부정이익 환수 등에 관한 법률 시행령,3. Interests;,3. 이자
국가공무원,공무원 성과평가 등에 관한 규정,"[This Article Newly Inserted on Dec. 30, 2015]",[본조신설 2015. 12. 30.]
국가공무원,공무원 성과평가 등에 관한 규정,"[This Article Newly Inserted on Dec. 30, 2015]",[본조신설 2015. 12. 30.]
국가공무원,공무원 성과평가 등에 관한 규정,"(3) Deleted. <Dec. 31, 2009>",③ 삭제 <2009. 12. 31.>
국가공무원,공무원 성과평가 등에 관한 규정,1. An evaluator;,1. 평가자
국가공무원,공무원 성과평가 등에 관한 규정,2. A verifier;,2. 확인자
국가공무원,공무원 성과평가 등에 관한 규정,"[This Article Newly Inserted on Dec. 11, 2013]",[본조신설 2013. 12. 11.]
국가공무원,공무원 성과평가 등에 관한 규정,"[This Article Newly Inserted on Dec. 11, 2013]",[본조신설 2013. 12. 11.]
국가공무원,공무원 성과평가 등에 관한 규정,"[This Article Newly Inserted on Dec. 11, 2013]",[본조신설 2013. 12. 11.]
국가공무원,공무원보수규정,"(2) Deleted. <Dec. 31, 1998>",② 삭제 <1998. 12. 31.>
국가공무원,공무원보수규정,"[This Article Newly Inserted on Jan. 6, 2012]",[본조신설 2012. 1. 6.]
국가공무원,공무원보수규정,"(4) Deleted. <Jan. 15, 1990>",④ 삭제 <1990. 1. 15.>
국가공무원,공무원보수규정,"(6) Deleted. <Jan. 15, 1990>",⑥ 삭제 <1990. 1. 15.>
국가공무원,공무원보수규정,"(2) Deleted. <Jan. 8, 2014>",② 삭제 <2014. 1. 8.>
국가공무원,공무원보수규정,"(2) Deleted. <Dec. 31, 1993>",② 삭제 <1993. 12. 31.>
국가공무원,공무원보수규정,"(5) Deleted. <Jan. 6, 2017>",⑤ 삭제 <2017. 1. 6.>
국가공무원,공무원보수규정,"[This Article Newly Inserted on Dec. 7, 2009]",[본조신설 2009. 12. 7.]
국가공무원,공무원보수규정,"(4) Deleted. <Jan. 7, 2010>",④ 삭제 <2010. 1. 7.>
국가공무원,공무원보수규정,"[This Article Newly Inserted on Sep. 10, 2010]",[본조신설 2010. 9. 10.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Dec. 31, 1998]",[본조신설 1998. 12. 31.]
국가공무원,공무원보수규정,1. A salary;,1. 봉급
국가공무원,공무원보수규정,"[This Article Newly Inserted on Jan. 10, 2011]",[본조신설 2011. 1. 10.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Mar. 31, 2009]",[본조신설 2009. 3. 31.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Jan. 10, 2011]",[본조신설 2011. 1. 10.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Dec. 31, 1998]",[본조신설 1998. 12. 31.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Mar. 31, 2009]",[본조신설 2009. 3. 31.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Jun. 12, 2006]",[본조신설 2006. 6. 12.]
국가공무원,공무원보수규정,"[This Article Newly Inserted on Mar. 10, 2020]",[본조신설 2020. 3. 10.]
국가공무원,공무원보수규정,(2) Omitted.,② 생략
국가공무원,공무원보수규정,(2) Omitted.,② 생략
국가공무원,공무원보수규정,(2) Omitted.,② 생략
국가공무원,공무원보수규정,(2) Omitted.,② 생략
국가공무원,공무원직장협의회의 설립·운영에 관한 법률,"3. Deleted; <Dec. 11, 2012>",3. 삭제 <2012. 12. 11.>
국가공무원,공무원직장협의회의 설립·운영에 관한 법률,"4. Deleted; <May 23, 2011>",4. 삭제 <2011. 5. 23.>
국가공무원,공무원직장협의회의설립·운영에관한법률시행령,1. Name;,1. 명칭
국가공무원,공직자의 이해충돌 방지법,4. Transfer.,4. 전보
국가공무원,관공서의 공휴일에 관한 규정,1. Sundays;,1. 일요일
국가공무원,관공서의 공휴일에 관한 규정,"5. Deleted; <Jun. 30, 2005>",5. 삭제 <2005. 6. 30.>
국가공무원,관공서의 공휴일에 관한 규정,7. The fifth day of May (Children's Day);,7. 5월 5일 (어린이날)
국가공무원,관공서의 공휴일에 관한 규정,8. The sixth day of June (Memorial Day);,8. 6월 6일 (현충일)
국가공무원,관공서의 공휴일에 관한 규정,"[This Article Newly Inserted on Aug. 4, 2021]",[본조신설 2021. 8. 4.]
국가공무원,교정공제회법,1. Objectives;,1. 목적
국가공무원,교정공제회법,2. Name;,2. 명칭
국가공무원,교정공제회법,1. Executive director;,1. 이사장
국가공무원,교정공제회법,"[This Article Newly Inserted on Oct. 20, 2020]",[본조신설 2020. 10. 20.]
국가공무원,대한민국재향교정동우회법,1. Title;,1. 명칭
국가공무원,부정청탁 및 금품등 수수의 금지에 관한 법률,3. Transfer of position;,3. 전보
국가공무원,부정청탁 및 금품등 수수의 금지에 관한 법률,"(3) Deleted. <Nov. 26, 2019>",③ 삭제 <2019. 11. 26.>
국가공무원,부정청탁 및 금품등 수수의 금지에 관한 법률,"[This Article Newly Inserted on Dec. 7, 2021]",[본조신설 2021. 12. 7.]
국가공무원,부정청탁 및 금품등 수수의 금지에 관한 법률,"[This Article Newly Inserted on Dec. 7, 2021]",[본조신설 2021. 12. 7.]
국가공무원,부정청탁 및 금품등 수수의 금지에 관한 법률 시행령,"[This Article Newly Inserted on May 26, 2020]",[본조신설 2020. 5. 26.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Mar. 29, 2016]",[본조신설 2016. 3. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Mar. 29, 2016]",[본조신설 2016. 3. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,3. An attorney-at-law;,3. 변호사
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Jan. 4, 2022]",[본조신설 2022. 1. 4.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,6. A member of the National Assembly.,6. 국회의원
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Dec. 29, 2020]",[본조신설 2020. 12. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,3. A person for reference;,3. 참고인
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Mar. 29, 2016]",[본조신설 2016. 3. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Oct. 31, 2017]",[본조신설 2017. 10. 31.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Mar. 29, 2016]",[본조신설 2016. 3. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Mar. 29, 2016]",[본조신설 2016. 3. 29.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,1. The Anti-Corruption Act;,1. 「부패방지법」
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률,(2) Omitted.,② 생략
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"7. Deleted; <Oct. 15, 2019>",7. 삭제 <2019. 10. 15.>
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 27, 2016]",[본조신설 2016. 9. 27.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 27, 2016]",[본조신설 2016. 9. 27.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"4. Deleted; <Oct. 15, 2019>",4. 삭제 <2019. 10. 15.>
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"(3) Deleted. <Oct. 15, 2019>",③ 삭제 <2019. 10. 15.>
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"(3) Deleted. <Oct. 15, 2019>",③ 삭제 <2019. 10. 15.>
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 27, 2016]",[본조신설 2016. 9. 27.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 27, 2016]",[본조신설 2016. 9. 27.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 15, 2019]",[본조신설 2019. 10. 15.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 27, 2016]",[본조신설 2016. 9. 27.]
국가공무원,부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령,"[This Article Newly Inserted on Oct. 17, 2011]",[본조신설 2011. 10. 17.]
국가공무원,지방자치단체에 두는 국가공무원의 정원에 관한 법률,"4. Deleted. <Dec. 10, 2019>",4. 삭제 <2019. 12. 10.>
국가공무원,지방자치단체에 두는 국가공무원의 정원에 관한 법률,(2) Omitted.,② 생략
법원,등기특별회계법,"[This Article Newly Inserted by Act No. 7953, May 10, 2006]",[본조신설 2006.5.10.]
법원,등기특별회계법,"[This Article Newly Inserted by Act No. 5006, Dec. 6, 1995]",[본조신설 1995.12.6.]
법원,법관징계법,1. Attorneys-at-law;,1. 변호사
법원,법관징계법,1. Chief Justice of the Supreme Court;,1. 대법원장
법원,법관징계법,2. Justices of the Supreme Court;,2. 대법관
법원,법관징계법,"[This Article Newly Inserted on Dec. 19, 2017]",[본조신설 2017. 12. 19.]
법원,법관징계법,"[This Article Newly Inserted on Dec. 19, 2017]",[본조신설 2017. 12. 19.]
법원,법관징계법,"[This Article Newly Inserted on Dec. 19, 2017]",[본조신설 2017. 12. 19.]
법원,법관징계법,(3) Omitted.,③ 생략
법무,검사징계법,"(2) Deleted. <Oct. 27, 2006>",② 삭제 <2006. 10. 27.>
법무,검사징계법,"[This Article Newly Inserted on May 20, 2014]",[본조신설 2014. 5. 20.]
법무,검사징계법,"[This Article Newly Inserted on May 20, 2014]",[본조신설 2014. 5. 20.]
법무,검사징계법,"[This Article Newly Inserted on Mar. 14, 2017]",[본조신설 2017. 3. 14.]
법무,검사징계법,"[This Article Newly Inserted on Apr. 16, 2019]",[본조신설 2019. 4. 16.]
법무,검찰청법,"[This Article Newly Inserted on Jul. 18, 2011]",[본조신설 2011. 7. 18.]
법무,검찰청법,"[This Article Newly Inserted on Jul. 18, 2011]",[본조신설 2011. 7. 18.]
법무,검찰청법,"[This Article Newly Inserted on Nov. 2, 2009]",[본조신설 2009. 11. 2.]
법무,검찰청법,(3) Omitted.,③ 생략
법무,검찰청법,(3) Omitted.,③ 생략
법무,검찰청법,(2) Omitted.,② 생략
법무,검찰청법,(2) Omitted.,② 생략
법무,공익신탁법 시행령,2. Entrusting person;,2. 위탁자
법무,국적법,"[This Article Newly Inserted on May 4, 2010]",[본조신설 2010. 5. 4.]
법무,국적법,"[This Article Newly Inserted on Sep. 15, 2022]",[본조신설 2022. 9. 15.]
법무,국적법,"[This Article Newly Inserted on May 4, 2010]",[본조신설 2010. 5. 4.]
법무,국적법,"[This Article Newly Inserted on May 4, 2010]",[본조신설 2010. 5. 4.]
법무,국적법,"[This Article Newly Inserted on May 4, 2010]",[본조신설 2010. 5. 4.]
법무,국적법,"[This Article Newly Inserted on Mar. 14, 2008]",[본조신설 2008. 3. 14.]
법무,국적법,"[This Article Newly Inserted on Sep. 15, 2022]",[본조신설 2022. 9. 15.]
법무,국적법,"[This Article Newly Inserted on Sep. 15, 2022]",[본조신설 2022. 9. 15.]
법무,국적법,"[This Article Newly Inserted on Sep. 18, 2018]",[본조신설 2018. 9. 18.]
법무,국적법,"[This Article Newly Inserted on Dec. 19, 2017]",[본조신설 2017. 12. 19.]
